drugbank_id,name,smiles
DB04031,Serine Vanadate,N[C@@H](CO[V](O)([O-])([O-])[O-])C(O)=O
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCNC(=O)C12CC3CC(CC(C3)C1)C2
DB04033,Z-Ala Prolinal,[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(O)=O
DB04034,Ribulose-5-Phosphate,OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
DB04035,Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate,CC(C)(O\N=C(/C(=O)NCB(O)O)C1=CSC(N)=N1)C(O)=O
DB04036,Coenzyme a Persulfide,CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSS
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1
DB04038,Ergosterol,CC(C)[C@H](C)\C=C\[C@@H](C)[C@@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C
DB04039,3-Oxo-Pentadecanoic Acid,CCCCCCCCCCCCC(=O)CC(O)=O
DB04040,"N-(2-Morpholin-4-Yl-1-Morpholin-4-Ylmethyl-Ethyl)-3-Nitro-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",OC[C@@H]1O[C@H](OC2=CC(=CC(=C2)[N+]([O-])=O)C(=O)NC(CN2CCOCC2)CN2CCOCC2)[C@@H](O)[C@H](O)[C@H]1O
DB04041,Nitrocefin Acyl-Serine,N[C@H](COC(=O)[C@@H](NC(=O)CC1=CC=CS1)[C@H]1NC(C([O-])=O)=C(CS1)\C=C\C1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C([O-])=O
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",CO[C@H](O)C1=CC=C(CN2[C@H](COC3=CC=CC=C3)[C@@H](O)[C@H](O)[C@H](COC3=CC=CC=C3)N(CC3=CC=C(CO)C=C3)S2(=O)=O)C=C1
DB04043,Carboxymycobactin T,OC(=O)CCCCCC\C=C/[C@@H]1O[Fe@]23ON1CCCC[C@@H](NC(=O)[C@@H]1CO[C@H](N1)C1=CC=CC=C1O2)C(=O)OCCC(=O)N[C@@H]1CCCCN(O3)C1=O
DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,OC(=O)C1=C(C=C(OC2=C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)C=CC=C2)C=C1)C(O)=O
DB04045,Methylmalonyl-Coenzyme A,C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
DB04046,Methyl beta-galactoside,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB04047,[Pterin-6-Yl Methanyl]-Phosphonophosphate,NC1=NC2=NC=C(CO[P@](O)(=O)OP(O)(O)=O)N=C2C(=O)N1
DB04048,N-Carbamoyl-Alanine,C[C@@H](NC(N)=O)C(O)=O
DB04049,Coelenteramide,OC1=CC=C(CC(=O)NC2=NC=C(N=C2CC2=CC=CC=C2)C2=CC=C(O)C=C2)C=C1
DB04050,N-Propyl Isocyanide,CCC[N+]#[C-]
DB04051,5-Phenylvaleric Acid,OC(=O)CCCCC1=CC=CC=C1
DB04052,"3,4-Dimethylphenol",CC1=CC=C(O)C=C1C
DB04053,Hypophosphite,[O-]P=O
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",CCCCN1C(CC2=C(OC)C=CC(OC)=C2)=NC2=C(N)N=C(F)N=C12
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",CC[N+]1=C(C)C(C(=O)OC(C)C)=C(C2=CC=CC=C2Cl)C(C(O)=O)=C1C(O)=O
DB04056,6-Aminobenzoic Acid,NC1=CC=CC=C1C(O)=O
DB04057,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C=NC(C(N)=O)=C1\C=C\C(=O)N(CC1=CC=C2N=C(N)NC(=O)C2=N1)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O
DB04058,D-[(Amino)Carbonyl]Phenylalanine,[H][C@@](CC1=CC=CC=C1)(NC(N)=O)C(O)=O
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,NC(=N)C1=CC2=C(C=CC=C2NC2=NC=CC=N2)C=C1
DB04060,"(5-Methyl-6-Oxo-1,6-Dihydro-Pyridin-3-Yl)-1,2-Dideoxy-Ribofuranose-5-Monophosphate",CC1=CC(=CNC1=O)[C@H]1C[C@@H](O)[C@H](COP(O)(O)=O)O1
DB04061,Alpha-Amino-2-Indanacetic Acid,N[C@@H](C1CC2=CC=CC=C2C1)C(O)=O
DB04062,Beta-D-Fucose,C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
DB04063,2-Methylleucine,CC(C)C[C@](C)(N)C(O)=O
DB04064,Nogalaviketone,COC(=O)C1=C(C)CC(=O)C2=C(O)C3=C(C=C12)C(=O)C1=CC=CC(O)=C1C3=O
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,O=CN(C1CCC1)C1CCCC1
DB04066,Para-Coumaric Acid,OC(=O)\C=C\C1=CC=C(O)C=C1
DB04067,4-Hydroxybenzyl Coenzyme A,CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSCC1=CC=C(O)C=C1
DB04068,Fudp,OP(O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@@H](C[C@@H]1F)N1C=CC(=O)NC1=O
DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",NC1=NN=C2C(CCC3=CC=CC=C23)=C1
DB04070,6-Deoxyerythronolide B,[H][C@@]1(C)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)O[C@]([H])(CC)[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C1=O
DB04071,Cpad,NC(=O)C1=CC=CC(=[NH+]1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O
DB04072,Alpha-Methylisocitric Acid,C[C@](O)([C@@H](CC(O)=O)C(O)=O)C(O)=O
DB04073,N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Beta-Benzamide,NCCCN1CCN(CCCNC(=O)C2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(=C2)[N+]([O-])=O)CC1
DB04074,Alpha-ketoisovalerate,CC(C)C(=O)C(O)=O
DB04075,N-Acetyl-L-Glutamate,CC(=O)N[C@@H](CCC(O)=O)C(O)=O
DB04076,Hypoxanthine,O=C1NC=Nc2ncnc12
DB04077,Glycerol,OCC(O)CO
DB04079,"Heptane-1,2,3-Triol",CCCC[C@H](O)[C@@H](O)CO
DB04080,RU78191,OC(=O)C(C(O)=O)C1=CC=CC=C1
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",CN[C@@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DB04082,Decyloxy-Methanol,CCCCCCCCCCOCO
DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,CC1=NC=C(COP(O)(O)=O)C(CNCCCC[C@@H](N)C(O)=O)=C1O
DB04084,2-Deoxy-2-Fluoro-Alpha-D-Mannose,OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@@H]1O
DB04085,"1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione",O=C1C=CC(=O)N1COCN1C(=O)C=CC1=O
DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](F)[C@H](OC3=CC=C(C=C3[N+]([O-])=O)[N+]([O-])=O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O
DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,OCC[C@@H](O)[C@H](O)COP(O)(O)=O
DB04088,N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester),COC(=O)C1=C(O)C=CC=C1OCCCCNC(=O)[C@@H](CC1=CC=C(C=C1)N(C(=O)C(O)=O)C1=CC=CC=C1C(O)=O)NC(=O)OCC=C
DB04089,AL5300,[H][C@]1(O)CN(CC2=CC=CS2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DB04090,"2,5-Diaziridin-1-Yl-3-(Hydroxymethyl)-6-Methylcyclohexa-2,5-Diene-1,4-Dione",CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O
DB04091,Alpha-L-1-Methyl-Fucose,CO[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1O
DB04092,Apstatin,C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(N)=O
DB04093,Undecanal,CCCCCCCCCCC=O
DB04094,4-Hydroxy-2-Butanone,CC(=O)CCO
DB04095,9-Deazahypoxanthine,O=C1NC=Nc2ccnc12
DB04096,"5-Amino-5-Deoxy-Cellobiono-1,5-Lactam",OC[C@@H]1N[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
DB04097,Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose,OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1F
DB04098,Balanol,OC(=O)C1=CC=CC(O)=C1C(=O)C1=C(O)C=C(C=C1O)C(=O)O[C@@H]1CCCNC[C@@H]1NC(=O)C1=CC=C(O)C=C1
DB04099,Deamido-Nad+,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)[N+]2=CC=CC(=C2)C(O)=O)[C@H](O)[C@H]1O
DB04100,"(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)",[O]#C[Re+]1(C#[O])(C#[O])[N]2=CC=CC3=C2C2=C(C=CC=[N]12)C=C3
DB04101,"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",CC1=NC(C)=C(S1)C1=CC=NC(N\C=N/O)=N1
DB04102,2-Amino-Adenosine,N[C@@H]1[C@@H](O)[C@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2N
DB04103,3-Methylcytosine,C[N+]1=C(N)C=CNC1=O
DB04104,3-Methyladenine,CN1C=NC(N)=C2N=CN=C12
DB04105,N-Heptylformamide,CCCCCCCNC=O
DB04106,Fotemustine,CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O
DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,CCOC(=O)CO\N=C(\C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",[H][C@](N)(CCSCC)[C@]([H])(O)C(=O)N[C@@]([H])(C)C1=C2C=CC=CC2=CC=C1
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",NC(=[NH2+])C1=CC=C(COB2OCCO2)C=C1
DB04110,2-Nitro-P-Cresol,CC1=CC=C(O)C(=C1)[N+]([O-])=O
DB04111,Balhimycin,CN[C@H](CC(C)C)C(=O)N[C@H]1[C@@H](O)C2=CC(Cl)=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=CC(=C3)[C@@H](NC(=O)[C@@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@@H](O[C@@H]1C[C@@](C)(N)C(=O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2
DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,CCCCCCCCCCCCCCCCCCOC[C@@H](CO[P@](O)(=O)OCCSC)NC(C)=O
DB04113,N-Formylpiperidine,O=CN1CCCCC1
DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",[H][C@]12CC3=C(C(N)=C4C=CC(Cl)=CC4=N3)[C@]([H])(CC(CC)=C1)C2
DB04115,Berberine,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC
DB04116,Allolactose,OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
DB04117,"4-(N,N-Dimethylamino)Cinnamoyl-Coa",O[C@@H](C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(=O)NCCC(=O)NCCSC(=O)\C=C\C1=CC=C(N(C)C)C=C1
DB04118,N-Coeleneterazine,OO[C@@]1(CC2=CC=C3C=CC=CC3=C2)N=C2[C@H](CC3=CC=CC=C3)NC(=CN2C1=O)C1=CC=C(O)C=C1
DB04119,Hexatantalum Dodecabromide,[Ta]1234567[Br][Ta]1189%10%11[Br][Ta]2112%12%13%14([Ta]33([Br]4)([Br]1)[Ta]821([Br][Ta]5931([Br]%12)([Br]6)[Br]%10)([Br]%13)([Br]%14)[Br]%11)[Br]7
DB04120,"4-Methyl-1,2-Benzenediol",CC1=CC=C(O)C(O)=C1
DB04121,Guanosine-3'-Monophosphate-5'-Diphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]2O)C(=O)N1
DB04122,Beta-D-Glucose-6-Phosphate,O[C@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
DB04123,(P-Iodophenylacetylamino)Methylphosphinic Acid,[H][P@](O)(=O)CNC(=O)CC1=CC=C(I)C=C1
DB04124,Aurodox,CC[C@H](C(=O)NC\C=C\C=C(/C)[C@@H](OC)[C@H](C)[C@@H]1O[C@@H](\C=C\C=C\C=C(/C)C(=O)C2=C(O)C=CN(C)C2=O)[C@H](O)[C@H]1O)[C@]1(O)O[C@@H](\C=C\C=C\C)C(C)(C)[C@@H](O)[C@H]1O
DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,CC(=O)N1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)NS(=O)(=O)C1=CC=C2C=CC=CC2=C1
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)NCCC(C)C
DB04127,Beta-D-Arabinofuranose-5'-Phosphate,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
DB04128,"5-Nitroso-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione",OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(N=O)C(=O)NC(=O)N1
DB04129,Willardiine,N[C@@H](CN1C=CC(=O)NC1=O)C(O)=O
DB04130,5-Methoxybenzimidazole,COc1ccc2ncnc2c1
DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",CC[C@@]1(O)C[C@H](O[C@@H]2C[C@@H]([C@@H](O)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2C1)C(=O)C1=CC=CC(O)=C1C3=O
DB04132,S-Hexylglutathione,CCCCCCSC[C@@H](NC(=O)CC[C@H]([NH3+])C(O)=O)C(=O)NCC(O)=O
DB04133,Degraded Cephaloridine,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@]1([H])NC(C(O)=O)=C(C)CS1
DB04135,"5-Fluoro-4-(S)-Hydroxy-3,4-Dihydropyrimidine",O[C@H]1NC(=O)NC=C1F
DB04136,Lysophosphotidylserine,CCCCCCCCCCCCCC[C@H](O)OC[C@H](O)CO[P@@](O)(=O)OC[C@H](N)C(O)=O
DB04137,Guanosine-5'-Triphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1
DB04138,"2,4-Dinitro,5-[Bis(2-Bromoethyl)Amino]-N-(2',3'-Dioxopropyl)Benzamide",O[N](=O)C1=CC(=C(C=C1N(CCBr)CCBr)C(=O)NCC(=O)C=O)[N](O)=O
DB04139,6-Hydroxypropylthymine,CC1=C(CCCO)NC(=O)NC1=O
DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,[H][C@@]1(CC(=O)N(CC2=CC=CC=C2)CN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCC)[C@]1([H])O
DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)N(C)C
DB04143,Indole-3-Glycerol Phosphate,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2
DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",COC1=CC=C(C2=N[C@@H]([C@H](N2C(=O)N2CCNCC2)C2=CC=C(Cl)C=C2)C2=CC=C(Cl)C=C2)C(OC(C)C)=C1
DB04145,Pyridin-3-Ylmethanol,OCC1=CC=CN=C1
DB04146,I-Coeleneterazine,OO[C@@]1(CC2=CC=C(I)C=C2)N=C2[C@H](CC3=CC=CC=C3)NC(=CN2C1=O)C1=CC=C(O)C=C1
DB04147,Lauryl Dimethylamine-N-Oxide,CCCCCCCCCCCC[N+](C)(C)[O-]
DB04149,(R)-Rolipram,COC1=CC=C(C=C1OC1CCCC1)[C@@H]1CNC(=O)C1
DB04150,Threonine Derivative,C[C@@H](O)[C@@H](NC(=O)[C@@H](CC1=CC(I)=C(O)C(I)=C1)NC(C)=O)C(O)=O
DB04151,4-Methyl-Histidine,CN1C=NC(C[C@H](N)C(O)=O)=C1
DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",N[C@@H](CC1=CCCCC2=C1C(=O)NO2)C(O)=O
DB04153,S-Hydroxymethyl Glutathione,N[C@@H](CCC(=O)N[C@H](CSCO)C(=O)NCC(O)=O)C(O)=O
DB04154,"N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide",CN(C(C)=O)C1=CC=CC(=C1)C1=NN=C2C=CC(=NN12)C1=CC=CC=C1
DB04155,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@H](F)[C@@H](O)[C@@H]1O
DB04156,Aspartate Beryllium Trifluoride,N[C@@H](C[C@H](O)O[Be](F)(F)F)C(O)=O
DB04157,N-[(Aminooxy)Carbonyl]Aniline,NOC(=O)NC1=CC=CC=C1
DB04158,"6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin",NC1=NC2=C(N=C(CO[P@](O)(=O)O[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](O)[C@H]3O)N3C=NC4=C3N=CN=C4N)CN2)C(=O)N1
DB04159,Beta-Hydroxytryptophane,N[C@@H]([C@@H](O)c1cnc2ccccc12)C(O)=O
DB04160,Diphosphate,[O-]P([O-])(=O)OP([O-])([O-])=O
DB04161,Propionamide,CCC(N)=O
DB04162,"5-Nitro-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione",OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(C(=O)NC(=O)N1)[N+]([O-])=O
DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2
DB04164,"1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose",C[C@H]1OC[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O
DB04165,Valpromide,CCCC(CCC)C(N)=O
DB04166,2-Aminobenzoic Acid,NC1=CC=CC=C1C(O)=O
DB04167,N-Acetyl-L-Glutamine,CC(=O)N[C@@H](CCC(N)=O)C(O)=O
DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,NC1=NC(=C(Br)C(O)=N1)C1=CC=CC=C1
DB04169,"3,5-Diaminophthalhydrazide",NC1=CC(N)=C2C(=O)NNC(=O)C2=C1
DB04170,4-Bromo-3-Hydroxy-3-Methyl Butyl Diphosphate,C[C@](O)(CBr)CCO[P@](O)(=O)OP(O)(O)=O
DB04171,D-Isovaline,CC[C@@](C)(N)C(O)=O
DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",CC(C)C1=CC(C(C)C)=C(C(=C1)C(C)C)S(=O)(=O)N[C@H](CC1=CC=CC(=C1)C(N)=N)C(=O)N1CCN(CC1)C(=O)CCN
DB04173,Fructose,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O
DB04174,3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine,CC(=O)N[C@H]1[C@H](O[P@](O)(=O)O[P@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@](C)(OP(O)(O)=O)C(O)=O
DB04175,Mdl-29951,OC(=O)CCC1=C(NC2=C1C(Cl)=CC(Cl)=C2)C(O)=O
DB04176,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester",COC1=CC=C2N(C=NC2=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O
DB04177,"4-(3,14-Dihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@]1(O)CC[C@@H]2C1=CC(=O)OC1
DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@@](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
DB04179,Benzofuran,O1C=CC2=C1C=CC=C2
DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1
DB04181,Cefotaxime Group,CO\N=C(\C(=O)N[C@H](C=O)[C@H]1NC(C(O)=O)=C(CC(=O)OC)CS1)C1=CSC(N)=N1
DB04182,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid",N[C@@H](CCSC[C@H](O)[C@H](O)C(=O)CO)C(O)=O
DB04183,Methylmalonic Acid,CC(C(O)=O)C(O)=O
DB04185,Norvaline,CCC[C@H](N)C(O)=O
DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",[H][C@]12CCCN1C(=O)C1=C2C(NC(=O)NC2=CC=CC=N2)=CC=C1
DB04187,"(9s,10s)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene",N[C@@H](CCC(=O)N[C@H](CS[C@H]1[C@H](O)C2=CC=CC=C2C2=CC=CC=C12)C(=O)NCC(O)=O)C(O)=O
DB04188,MDL72527,C=C=CCNCCCCNCC=C=C
DB04189,N2-(Carboxyethyl)-L-Arginine,NC(=N)NCCC[C@@H](NCCC(O)=O)C(O)=O
DB04190,Inhibitor Bea425,O[C@@H](C[C@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12
DB04191,Skf 107457,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C
DB04193,L-Homoserine,N[C@@H](CCO)C(O)=O
